Text,Book,Chapter,Verse,Lemma,POS,Order,ID,SequenceID
τὸν,Mark,3,27,ὁ,dams,1658,1658-2,20007
ἰσχυρὸν,Mark,3,27,ἰσχυρός,anamsn,1659,1659-2,20008
δήσῃ,Mark,3,27,δέω,vsaa3s,1660,1660-2,20009
καὶ,Mark,3,27,καί,cc,1661,1661-2,20010
τότε,Mark,3,27,τότε,b,1662,1662-2,20011
τὴν,Mark,3,27,ὁ,dafs,1663,1663-2,20012
οἰκίαν,Mark,3,27,οἰκία,nafsc,1664,1664-2,20013
αὐτοῦ,Mark,3,27,αὐτός,rpgms,1665,1665-2,20014
διαρπάσει,Mark,3,27,διαρπάζω,vifa3s,1666,1666-2,20015
Ἀμὴν,Mark,3,28,ἀμήν,t,1667,1667-2,20016
λέγω,Mark,3,28,λέγω,vipa1s,1668,1668-2,20017
ὑμῖν,Mark,3,28,σύ,rpd-p,1669,1669-2,20018
ὅτι,Mark,3,28,ὅτι,cs,1670,1670-2,20019
πάντα,Mark,3,28,πᾶς,ainnpn,1671,1671-2,20020
ἀφεθήσεται,Mark,3,28,ἀφίημι,vifp3s,1672,1672-2,20021
τοῖς,Mark,3,28,ὁ,ddmp,1673,1673-2,20022
υἱοῖς,Mark,3,28,υἱός,ndmpc,1674,1674-2,20023
τῶν,Mark,3,28,ὁ,dgmp,1675,1675-2,20024
ἀνθρώπων,Mark,3,28,ἄνθρωπος,ngmpc,1676,1676-2,20025
τὰ,Mark,3,28,ὁ,dnnp,1677,1677-2,20026
ἁμαρτήματα,Mark,3,28,ἁμάρτημα,nnnpc,1678,1678-2,20027
καὶ,Mark,3,28,καί,cc,1679,1679-2,20028
αἱ,Mark,3,28,ὁ,dnfp,1680,1680-2,20029
βλασφημίαι,Mark,3,28,βλασφημία,nnfpc,1681,1681-2,20030
ὅσα,Mark,3,28,ὅσος,rranp,1682,1682-2,20031
ἐὰν,Mark,3,28,ἐάν,x,1683,1683-2,20032
βλασφημήσωσιν,Mark,3,28,βλασφημέω,vsaa3p,1684,1684-2,20033
ὃς,Mark,3,29,ὅς,rrnms,1685,1685-2,20034
δ,Mark,3,29,δέ,cc,1686,1686-2,20035
ἂν,Mark,3,29,ἄν,x,1687,1687-2,20036
βλασφημήσῃ,Mark,3,29,βλασφημέω,vsaa3s,1688,1688-2,20037
εἰς,Mark,3,29,εἰς,pa,1689,1689-2,20038
τὸ,Mark,3,29,ὁ,dans,1690,1690-2,20039
πνεῦμα,Mark,3,29,πνεῦμα,nansc,1691,1691-2,20040
τὸ,Mark,3,29,ὁ,dans,1692,1692-2,20041
ἅγιον,Mark,3,29,ἅγιος,anansn,1693,1693-2,20042
οὐκ,Mark,3,29,οὐ,b,1694,1694-2,20043
ἔχει,Mark,3,29,ἔχω,vipa3s,1695,1695-2,20044
ἄφεσιν,Mark,3,29,ἄφεσις,nafsc,1696,1696-2,20045
εἰς,Mark,3,29,εἰς,pa,1697,1697-2,20046
τὸν,Mark,3,29,ὁ,dams,1698,1698-2,20047
αἰῶνα,Mark,3,29,αἰών,namsc,1699,1699-2,20048
ἀλλ,Mark,3,29,ἀλλά,cc,1700,1700-2,20049
ἔνοχός,Mark,3,29,ἔνοχος,annmsn,1701,1701-2,20050
ἐστιν,Mark,3,29,εἰμί,vipa3s,1702,1702-2,20051
αἰωνίου,Mark,3,29,αἰώνιος,angnsn,1703,1703-2,20052
ἁμαρτήματος,Mark,3,29,ἁμάρτημα,ngnsc,1704,1704-2,20053
ὅτι,Mark,3,30,ὅτι,cs,1705,1705-2,20054
ἔλεγον,Mark,3,30,λέγω,viia3p,1706,1706-2,20055
πνεῦμα,Mark,3,30,πνεῦμα,nansc,1707,1707-2,20056
ἀκάθαρτον,Mark,3,30,ἀκάθαρτος,anansn,1708,1708-2,20057
ἔχει,Mark,3,30,ἔχω,vipa3s,1709,1709-2,20058
Καὶ,Mark,3,31,καί,cc,1710,1710-2,20059
ἔρχεται,Mark,3,31,ἔρχομαι,vipm3s,1711,1711-2,20060
ἡ,Mark,3,31,ὁ,dnfs,1712,1712-2,20061
μήτηρ,Mark,3,31,μήτηρ,nnfsc,1713,1713-2,20062
αὐτοῦ,Mark,3,31,αὐτός,rpgms,1714,1714-2,20063
καὶ,Mark,3,31,καί,cc,1715,1715-2,20064
οἱ,Mark,3,31,ὁ,dnmp,1716,1716-2,20065
ἀδελφοὶ,Mark,3,31,ἀδελφός,nnmpc,1717,1717-2,20066
αὐτοῦ,Mark,3,31,αὐτός,rpgms,1718,1718-2,20067
καὶ,Mark,3,31,καί,cc,1719,1719-2,20068
ἔξω,Mark,3,31,ἔξω,b,1720,1720-2,20069
στήκοντες,Mark,3,31,στήκω,vppanmp,1721,1721-2,20070
ἀπέστειλαν,Mark,3,31,ἀποστέλλω,viaa3p,1722,1722-2,20071
πρὸς,Mark,3,31,πρός,pa,1723,1723-2,20072
αὐτὸν,Mark,3,31,αὐτός,rpams,1724,1724-2,20073
καλοῦντες,Mark,3,31,καλέω,vppanmp,1725,1725-2,20074
αὐτόν,Mark,3,31,αὐτός,rpams,1726,1726-2,20075
καὶ,Mark,3,32,καί,cc,1727,1727-2,20076
ἐκάθητο,Mark,3,32,κάθημαι,viim3s,1728,1728-2,20077
περὶ,Mark,3,32,περί,pa,1729,1729-2,20078
αὐτὸν,Mark,3,32,αὐτός,rpams,1730,1730-2,20079
ὄχλος,Mark,3,32,ὄχλος,nnmsc,1731,1731-2,20080
καὶ,Mark,3,32,καί,cc,1732,1732-2,20081
λέγουσιν,Mark,3,32,λέγω,vipa3p,1733,1733-2,20082
αὐτῷ,Mark,3,32,αὐτός,rpdms,1734,1734-2,20083
ἰδοὺ,Mark,3,32,ἰδού,i,1735,1735-2,20084
ἡ,Mark,3,32,ὁ,dnfs,1736,1736-2,20085
μήτηρ,Mark,3,32,μήτηρ,nnfsc,1737,1737-2,20086
σου,Mark,3,32,σύ,rpg-s,1738,1738-2,20087
καὶ,Mark,3,32,καί,cc,1739,1739-2,20088
οἱ,Mark,3,32,ὁ,dnmp,1740,1740-2,20089
ἀδελφοί,Mark,3,32,ἀδελφός,nnmpc,1741,1741-2,20090
σου,Mark,3,32,σύ,rpg-s,1742,1742-2,20091
καὶ,Mark,3,32,καί,cc,1743,1743-2,20092
αἱ,Mark,3,32,ὁ,dnfp,1744,1744-2,20093
ἀδελφαί,Mark,3,32,ἀδελφή,nnfpc,1745,1745-2,20094
σου,Mark,3,32,σύ,rpg-s,1746,1746-2,20095
ἔξω,Mark,3,32,ἔξω,b,1747,1747-2,20096
ζητοῦσίν,Mark,3,32,ζητέω,vipa3p,1748,1748-2,20097
σε,Mark,3,32,σύ,rpa-s,1749,1749-2,20098
καὶ,Mark,3,33,καί,cc,1750,1750-2,20099
ἀποκριθεὶς,Mark,3,33,ἀποκρίνομαι,vpapnms,1751,1751-2,20100
αὐτοῖς,Mark,3,33,αὐτός,rpdmp,1752,1752-2,20101
λέγει,Mark,3,33,λέγω,vipa3s,1753,1753-2,20102
τίς,Mark,3,33,τίς,rqnfs,1754,1754-2,20103
ἐστιν,Mark,3,33,εἰμί,vipa3s,1755,1755-2,20104
ἡ,Mark,3,33,ὁ,dnfs,1756,1756-2,20105
μήτηρ,Mark,3,33,μήτηρ,nnfsc,1757,1757-2,20106
μου,Mark,3,33,ἐγώ,rpg-s,1758,1758-2,20107
καὶ,Mark,3,33,καί,cc,1759,1759-2,20108
οἱ,Mark,3,33,ὁ,dnmp,1760,1760-2,20109
ἀδελφοί,Mark,3,33,ἀδελφός,nnmpc,1761,1761-2,20110
μου,Mark,3,33,ἐγώ,rpg-s,1762,1762-2,20111
καὶ,Mark,3,34,καί,cc,1763,1763-2,20112
περιβλεψάμενος,Mark,3,34,περιβλέπω,vpamnms,1764,1764-2,20113
τοὺς,Mark,3,34,ὁ,damp,1765,1765-2,20114
περὶ,Mark,3,34,περί,pa,1766,1766-2,20115
αὐτὸν,Mark,3,34,αὐτός,rpams,1767,1767-2,20116
κύκλῳ,Mark,3,34,κύκλος,b,1768,1768-2,20117
καθημένους,Mark,3,34,κάθημαι,vppmamp,1769,1769-2,20118
λέγει,Mark,3,34,λέγω,vipa3s,1770,1770-2,20119
ἴδε,Mark,3,34,ὁράω,i,1771,1771-2,20120
ἡ,Mark,3,34,ὁ,dnfs,1772,1772-2,20121
μήτηρ,Mark,3,34,μήτηρ,nnfsc,1773,1773-2,20122
μου,Mark,3,34,ἐγώ,rpg-s,1774,1774-2,20123
καὶ,Mark,3,34,καί,cc,1775,1775-2,20124
οἱ,Mark,3,34,ὁ,dnmp,1776,1776-2,20125
ἀδελφοί,Mark,3,34,ἀδελφός,nnmpc,1777,1777-2,20126
μου,Mark,3,34,ἐγώ,rpg-s,1778,1778-2,20127
ὃς,Mark,3,35,ὅς,rrnms,1779,1779-2,20128
γὰρ,Mark,3,35,γάρ,cc,1780,1780-2,20129
ἂν,Mark,3,35,ἄν,x,1781,1781-2,20130
ποιήσῃ,Mark,3,35,ποιέω,vsaa3s,1782,1782-2,20131
τὸ,Mark,3,35,ὁ,dans,1783,1783-2,20132
θέλημα,Mark,3,35,θέλημα,nansc,1784,1784-2,20133
τοῦ,Mark,3,35,ὁ,dgms,1785,1785-2,20134
θεοῦ,Mark,3,35,θεός,ngmsc,1786,1786-2,20135
οὗτος,Mark,3,35,οὗτος,rdnms,1787,1787-2,20136
ἀδελφός,Mark,3,35,ἀδελφός,nnmsc,1788,1788-2,20137
μου,Mark,3,35,ἐγώ,rpg-s,1789,1789-2,20138
καὶ,Mark,3,35,καί,cc,1790,1790-2,20139
ἀδελφὴ,Mark,3,35,ἀδελφή,nnfsc,1791,1791-2,20140
καὶ,Mark,3,35,καί,cc,1792,1792-2,20141
μήτηρ,Mark,3,35,μήτηρ,nnfsc,1793,1793-2,20142
ἐστίν,Mark,3,35,εἰμί,vipa3s,1794,1794-2,20143
Καὶ,Mark,4,1,καί,cc,1795,1795-2,20144
πάλιν,Mark,4,1,πάλιν,b,1796,1796-2,20145
ἤρξατο,Mark,4,1,ἄρχω,viam3s,1797,1797-2,20146
διδάσκειν,Mark,4,1,διδάσκω,vnpa,1798,1798-2,20147
παρὰ,Mark,4,1,παρά,pa,1799,1799-2,20148
τὴν,Mark,4,1,ὁ,dafs,1800,1800-2,20149
θάλασσαν,Mark,4,1,θάλασσα,nafsc,1801,1801-2,20150
καὶ,Mark,4,1,καί,cc,1802,1802-2,20151
συνάγεται,Mark,4,1,συνάγω,vipp3s,1803,1803-2,20152
πρὸς,Mark,4,1,πρός,pa,1804,1804-2,20153
αὐτὸν,Mark,4,1,αὐτός,rpams,1805,1805-2,20154
ὄχλος,Mark,4,1,ὄχλος,nnmsc,1806,1806-2,20155
πλεῖστος,Mark,4,1,πολύς,annmss,1807,1807-2,20156
ὥστε,Mark,4,1,ὥστε,cs,1808,1808-2,20157
αὐτὸν,Mark,4,1,αὐτός,rpams,1809,1809-2,20158
εἰς,Mark,4,1,εἰς,pa,1810,1810-2,20159
πλοῖον,Mark,4,1,πλοῖον,nansc,1811,1811-2,20160
ἐμβάντα,Mark,4,1,ἐμβαίνω,vpaaams,1812,1812-2,20161
καθῆσθαι,Mark,4,1,κάθημαι,vnpm,1813,1813-2,20162
ἐν,Mark,4,1,ἐν,pd,1814,1814-2,20163
τῇ,Mark,4,1,ὁ,ddfs,1815,1815-2,20164
θαλάσσῃ,Mark,4,1,θάλασσα,ndfsc,1816,1816-2,20165
καὶ,Mark,4,1,καί,cc,1817,1817-2,20166
πᾶς,Mark,4,1,πᾶς,ainmsn,1818,1818-2,20167
ὁ,Mark,4,1,ὁ,dnms,1819,1819-2,20168
ὄχλος,Mark,4,1,ὄχλος,nnmsc,1820,1820-2,20169
πρὸς,Mark,4,1,πρός,pa,1821,1821-2,20170
τὴν,Mark,4,1,ὁ,dafs,1822,1822-2,20171
θάλασσαν,Mark,4,1,θάλασσα,nafsc,1823,1823-2,20172
ἐπὶ,Mark,4,1,ἐπί,pg,1824,1824-2,20173
τῆς,Mark,4,1,ὁ,dgfs,1825,1825-2,20174
γῆς,Mark,4,1,γῆ,ngfsc,1826,1826-2,20175
ἦσαν,Mark,4,1,εἰμί,viia3p,1827,1827-2,20176
καὶ,Mark,4,2,καί,cc,1828,1828-2,20177
ἐδίδασκεν,Mark,4,2,διδάσκω,viia3s,1829,1829-2,20178
αὐτοὺς,Mark,4,2,αὐτός,rpamp,1830,1830-2,20179
ἐν,Mark,4,2,ἐν,pd,1831,1831-2,20180
παραβολαῖς,Mark,4,2,παραβολή,ndfpc,1832,1832-2,20181
πολλὰ,Mark,4,2,πολύς,ananpn,1833,1833-2,20182
καὶ,Mark,4,2,καί,cc,1834,1834-2,20183
ἔλεγεν,Mark,4,2,λέγω,viia3s,1835,1835-2,20184
αὐτοῖς,Mark,4,2,αὐτός,rpdmp,1836,1836-2,20185
ἐν,Mark,4,2,ἐν,pd,1837,1837-2,20186
τῇ,Mark,4,2,ὁ,ddfs,1838,1838-2,20187
διδαχῇ,Mark,4,2,διδαχή,ndfsc,1839,1839-2,20188
αὐτοῦ,Mark,4,2,αὐτός,rpgms,1840,1840-2,20189
Ἀκούετε,Mark,4,3,ἀκούω,vdpa2p,1841,1841-2,20190
ἰδοὺ,Mark,4,3,ἰδού,i,1842,1842-2,20191
ἐξῆλθεν,Mark,4,3,ἐξέρχομαι,viaa3s,1843,1843-2,20192
ὁ,Mark,4,3,ὁ,dnms,1844,1844-2,20193
σπείρων,Mark,4,3,σπείρω,vppanms,1845,1845-2,20194
σπεῖραι,Mark,4,3,σπείρω,vnaa,1846,1846-2,20195
καὶ,Mark,4,4,καί,cc,1847,1847-2,20196
ἐγένετο,Mark,4,4,γίνομαι,viam3s,1848,1848-2,20197
ἐν,Mark,4,4,ἐν,pd,1849,1849-2,20198
τῷ,Mark,4,4,ὁ,ddns,1850,1850-2,20199
σπείρειν,Mark,4,4,σπείρω,vnpa,1851,1851-2,20200
ὃ,Mark,4,4,ὅς,rrnns,1852,1852-2,20201
μὲν,Mark,4,4,μέν,x,1853,1853-2,20202
ἔπεσεν,Mark,4,4,πίπτω,viaa3s,1854,1854-2,20203
παρὰ,Mark,4,4,παρά,pa,1855,1855-2,20204
τὴν,Mark,4,4,ὁ,dafs,1856,1856-2,20205
ὁδόν,Mark,4,4,ὁδός,nafsc,1857,1857-2,20206
καὶ,Mark,4,4,καί,cc,1858,1858-2,20207
ἦλθεν,Mark,4,4,ἔρχομαι,viaa3s,1859,1859-2,20208
τὰ,Mark,4,4,ὁ,dnnp,1860,1860-2,20209
πετεινὰ,Mark,4,4,πετεινός,nnnpc,1861,1861-2,20210
καὶ,Mark,4,4,καί,cc,1862,1862-2,20211
κατέφαγεν,Mark,4,4,κατεσθίω,viaa3s,1863,1863-2,20212
αὐτό,Mark,4,4,αὐτός,rpans,1864,1864-2,20213
καὶ,Mark,4,5,καί,cc,1865,1865-2,20214
ἄλλο,Mark,4,5,ἄλλος,ainnsn,1866,1866-2,20215
ἔπεσεν,Mark,4,5,πίπτω,viaa3s,1867,1867-2,20216
ἐπὶ,Mark,4,5,ἐπί,pa,1868,1868-2,20217
τὸ,Mark,4,5,ὁ,dans,1869,1869-2,20218
πετρῶδες,Mark,4,5,πετρώδης,anansn,1870,1870-2,20219
ὅπου,Mark,4,5,ὅπου,cs,1871,1871-2,20220
οὐκ,Mark,4,5,οὐ,b,1872,1872-2,20221
εἶχεν,Mark,4,5,ἔχω,viia3s,1873,1873-2,20222
γῆν,Mark,4,5,γῆ,nafsc,1874,1874-2,20223
πολλήν,Mark,4,5,πολύς,anafsn,1875,1875-2,20224
καὶ,Mark,4,5,καί,cc,1876,1876-2,20225
εὐθὺς,Mark,4,5,εὐθύς,b,1877,1877-2,20226
ἐξανέτειλεν,Mark,4,5,ἐξανατέλλω,viaa3s,1878,1878-2,20227
διὰ,Mark,4,5,διά,pa,1879,1879-2,20228
τὸ,Mark,4,5,ὁ,dans,1880,1880-2,20229
μὴ,Mark,4,5,μή,x,1881,1881-2,20230
ἔχειν,Mark,4,5,ἔχω,vnpa,1882,1882-2,20231
βάθος,Mark,4,5,βάθος,nansc,1883,1883-2,20232
γῆς,Mark,4,5,γῆ,ngfsc,1884,1884-2,20233
καὶ,Mark,4,6,καί,cc,1885,1885-2,20234
ὅτε,Mark,4,6,ὅτε,cs,1886,1886-2,20235
ἀνέτειλεν,Mark,4,6,ἀνατέλλω,viaa3s,1887,1887-2,20236
ὁ,Mark,4,6,ὁ,dnms,1888,1888-2,20237
ἥλιος,Mark,4,6,ἥλιος,nnmsc,1889,1889-2,20238
ἐκαυματίσθη,Mark,4,6,καυματίζω,viap3s,1890,1890-2,20239
καὶ,Mark,4,6,καί,cc,1891,1891-2,20240
διὰ,Mark,4,6,διά,pa,1892,1892-2,20241
τὸ,Mark,4,6,ὁ,dans,1893,1893-2,20242
μὴ,Mark,4,6,μή,x,1894,1894-2,20243
ἔχειν,Mark,4,6,ἔχω,vnpa,1895,1895-2,20244
ῥίζαν,Mark,4,6,ῥίζα,nafsc,1896,1896-2,20245
ἐξηράνθη,Mark,4,6,ξηραίνω,viap3s,1897,1897-2,20246
καὶ,Mark,4,7,καί,cc,1898,1898-2,20247
ἄλλο,Mark,4,7,ἄλλος,ainnsn,1899,1899-2,20248
ἔπεσεν,Mark,4,7,πίπτω,viaa3s,1900,1900-2,20249
εἰς,Mark,4,7,εἰς,pa,1901,1901-2,20250
τὰς,Mark,4,7,ὁ,dafp,1902,1902-2,20251
ἀκάνθας,Mark,4,7,ἄκανθα,nafpc,1903,1903-2,20252
καὶ,Mark,4,7,καί,cc,1904,1904-2,20253
ἀνέβησαν,Mark,4,7,ἀναβαίνω,viaa3p,1905,1905-2,20254
αἱ,Mark,4,7,ὁ,dnfp,1906,1906-2,20255
ἄκανθαι,Mark,4,7,ἄκανθα,nnfpc,1907,1907-2,20256
καὶ,Mark,4,7,καί,cc,1908,1908-2,20257
συνέπνιξαν,Mark,4,7,συμπνίγω,viaa3p,1909,1909-2,20258
αὐτό,Mark,4,7,αὐτός,rpans,1910,1910-2,20259
καὶ,Mark,4,7,καί,cc,1911,1911-2,20260
καρπὸν,Mark,4,7,καρπός,namsc,1912,1912-2,20261
οὐκ,Mark,4,7,οὐ,b,1913,1913-2,20262
ἔδωκεν,Mark,4,7,δίδωμι,viaa3s,1914,1914-2,20263
καὶ,Mark,4,8,καί,cc,1915,1915-2,20264
ἄλλα,Mark,4,8,ἄλλος,ainnpn,1916,1916-2,20265
ἔπεσεν,Mark,4,8,πίπτω,viaa3s,1917,1917-2,20266
εἰς,Mark,4,8,εἰς,pa,1918,1918-2,20267
τὴν,Mark,4,8,ὁ,dafs,1919,1919-2,20268
γῆν,Mark,4,8,γῆ,nafsc,1920,1920-2,20269
τὴν,Mark,4,8,ὁ,dafs,1921,1921-2,20270
καλὴν,Mark,4,8,καλός,anafsn,1922,1922-2,20271
καὶ,Mark,4,8,καί,cc,1923,1923-2,20272
ἐδίδου,Mark,4,8,δίδωμι,viia3s,1924,1924-2,20273
καρπὸν,Mark,4,8,καρπός,namsc,1925,1925-2,20274
ἀναβαίνοντα,Mark,4,8,ἀναβαίνω,vppannp,1926,1926-2,20275
καὶ,Mark,4,8,καί,cc,1927,1927-2,20276
αὐξανόμενα,Mark,4,8,αὐξάνω,vpppnnp,1928,1928-2,20277
καὶ,Mark,4,8,καί,cc,1929,1929-2,20278
ἔφερεν,Mark,4,8,φέρω,viia3s,1930,1930-2,20279
ἓν,Mark,4,8,εἷς,acnnsn,1931,1931-2,20280
τριάκοντα,Mark,4,8,τριάκοντα,ac---n,1932,1932-2,20281
καὶ,Mark,4,8,καί,cc,1933,1933-2,20282
ἓν,Mark,4,8,εἷς,acnnsn,1934,1934-2,20283
ἑξήκοντα,Mark,4,8,ἑξήκοντα,ac---n,1935,1935-2,20284
καὶ,Mark,4,8,καί,cc,1936,1936-2,20285
ἓν,Mark,4,8,εἷς,acnnsn,1937,1937-2,20286
ἑκατόν,Mark,4,8,ἑκατόν,ac---n,1938,1938-2,20287
καὶ,Mark,4,9,καί,cc,1939,1939-2,20288
ἔλεγεν,Mark,4,9,λέγω,viia3s,1940,1940-2,20289
ὃς,Mark,4,9,ὅς,rrnms,1941,1941-2,20290
ἔχει,Mark,4,9,ἔχω,vipa3s,1942,1942-2,20291
ὦτα,Mark,4,9,οὖς,nanpc,1943,1943-2,20292
ἀκούειν,Mark,4,9,ἀκούω,vnpa,1944,1944-2,20293
ἀκουέτω,Mark,4,9,ἀκούω,vdpa3s,1945,1945-2,20294
Καὶ,Mark,4,10,καί,cc,1946,1946-2,20295
ὅτε,Mark,4,10,ὅτε,cs,1947,1947-2,20296
ἐγένετο,Mark,4,10,γίνομαι,viam3s,1948,1948-2,20297
κατὰ,Mark,4,10,κατά,pa,1949,1949-2,20298
μόνας,Mark,4,10,μόνος,anafpn,1950,1950-2,20299
ἠρώτων,Mark,4,10,ἐρωτάω,viia3p,1951,1951-2,20300
αὐτὸν,Mark,4,10,αὐτός,rpams,1952,1952-2,20301
οἱ,Mark,4,10,ὁ,dnmp,1953,1953-2,20302
περὶ,Mark,4,10,περί,pa,1954,1954-2,20303
αὐτὸν,Mark,4,10,αὐτός,rpams,1955,1955-2,20304
σὺν,Mark,4,10,σύν,pd,1956,1956-2,20305
τοῖς,Mark,4,10,ὁ,ddmp,1957,1957-2,20306
δώδεκα,Mark,4,10,δώδεκα,ac---n,1958,1958-2,20307
τὰς,Mark,4,10,ὁ,dafp,1959,1959-2,20308
παραβολάς,Mark,4,10,παραβολή,nafpc,1960,1960-2,20309
καὶ,Mark,4,11,καί,cc,1961,1961-2,20310
ἔλεγεν,Mark,4,11,λέγω,viia3s,1962,1962-2,20311
αὐτοῖς,Mark,4,11,αὐτός,rpdmp,1963,1963-2,20312
ὑμῖν,Mark,4,11,σύ,rpd-p,1964,1964-2,20313
τὸ,Mark,4,11,ὁ,dnns,1965,1965-2,20314
μυστήριον,Mark,4,11,μυστήριον,nnnsc,1966,1966-2,20315
δέδοται,Mark,4,11,δίδωμι,vixp3s,1967,1967-2,20316
τῆς,Mark,4,11,ὁ,dgfs,1968,1968-2,20317
βασιλείας,Mark,4,11,βασιλεία,ngfsc,1969,1969-2,20318
τοῦ,Mark,4,11,ὁ,dgms,1970,1970-2,20319
θεοῦ,Mark,4,11,θεός,ngmsc,1971,1971-2,20320
ἐκείνοις,Mark,4,11,ἐκεῖνος,rddmp,1972,1972-2,20321
δὲ,Mark,4,11,δέ,cc,1973,1973-2,20322
τοῖς,Mark,4,11,ὁ,ddmp,1974,1974-2,20323
ἔξω,Mark,4,11,ἔξω,b,1975,1975-2,20324
ἐν,Mark,4,11,ἐν,pd,1976,1976-2,20325
παραβολαῖς,Mark,4,11,παραβολή,ndfpc,1977,1977-2,20326
τὰ,Mark,4,11,ὁ,dnnp,1978,1978-2,20327
πάντα,Mark,4,11,πᾶς,ainnpn,1979,1979-2,20328
γίνεται,Mark,4,11,γίνομαι,vipm3s,1980,1980-2,20329
ἵνα,Mark,4,12,ἵνα,cs,1981,1981-2,20330
βλέποντες,Mark,4,12,βλέπω,vppanmp,1982,1982-2,20331
βλέπωσιν,Mark,4,12,βλέπω,vspa3p,1983,1983-2,20332
καὶ,Mark,4,12,καί,cc,1984,1984-2,20333
μὴ,Mark,4,12,μή,x,1985,1985-2,20334
ἴδωσιν,Mark,4,12,ὁράω,vsaa3p,1986,1986-2,20335
καὶ,Mark,4,12,καί,cc,1987,1987-2,20336
ἀκούοντες,Mark,4,12,ἀκούω,vppanmp,1988,1988-2,20337
ἀκούωσιν,Mark,4,12,ἀκούω,vspa3p,1989,1989-2,20338
καὶ,Mark,4,12,καί,cc,1990,1990-2,20339
μὴ,Mark,4,12,μή,x,1991,1991-2,20340
συνιῶσιν,Mark,4,12,συνίημι,vspa3p,1992,1992-2,20341
μήποτε,Mark,4,12,μήποτε,cs,1993,1993-2,20342
ἐπιστρέψωσιν,Mark,4,12,ἐπιστρέφω,vsaa3p,1994,1994-2,20343
καὶ,Mark,4,12,καί,cc,1995,1995-2,20344
ἀφεθῇ,Mark,4,12,ἀφίημι,vsap3s,1996,1996-2,20345
αὐτοῖς,Mark,4,12,αὐτός,rpdmp,1997,1997-2,20346
Καὶ,Mark,4,13,καί,cc,1998,1998-2,20347
λέγει,Mark,4,13,λέγω,vipa3s,1999,1999-2,20348
αὐτοῖς,Mark,4,13,αὐτός,rpdmp,2000,2000-2,20349
οὐκ,Mark,4,13,οὐ,b,2001,2001-2,20350
οἴδατε,Mark,4,13,οἶδα,vixa2p,2002,2002-2,20351
τὴν,Mark,4,13,ὁ,dafs,2003,2003-2,20352
παραβολὴν,Mark,4,13,παραβολή,nafsc,2004,2004-2,20353
ταύτην,Mark,4,13,οὗτος,rdafs,2005,2005-2,20354
καὶ,Mark,4,13,καί,cc,2006,2006-2,20355
πῶς,Mark,4,13,πῶς,b,2007,2007-2,20356
πάσας,Mark,4,13,πᾶς,aiafpn,2008,2008-2,20357
τὰς,Mark,4,13,ὁ,dafp,2009,2009-2,20358
παραβολὰς,Mark,4,13,παραβολή,nafpc,2010,2010-2,20359
γνώσεσθε,Mark,4,13,γινώσκω,vifm2p,2011,2011-2,20360
ὁ,Mark,4,14,ὁ,dnms,2012,2012-2,20361
σπείρων,Mark,4,14,σπείρω,vppanms,2013,2013-2,20362
τὸν,Mark,4,14,ὁ,dams,2014,2014-2,20363
λόγον,Mark,4,14,λόγος,namsc,2015,2015-2,20364
σπείρει,Mark,4,14,σπείρω,vipa3s,2016,2016-2,20365
οὗτοι,Mark,4,15,οὗτος,rdnmp,2017,2017-2,20366
δέ,Mark,4,15,δέ,cc,2018,2018-2,20367
εἰσιν,Mark,4,15,εἰμί,vipa3p,2019,2019-2,20368
οἱ,Mark,4,15,ὁ,dnmp,2020,2020-2,20369
παρὰ,Mark,4,15,παρά,pa,2021,2021-2,20370
τὴν,Mark,4,15,ὁ,dafs,2022,2022-2,20371
ὁδόν,Mark,4,15,ὁδός,nafsc,2023,2023-2,20372
ὅπου,Mark,4,15,ὅπου,cs,2024,2024-2,20373
σπείρεται,Mark,4,15,σπείρω,vipp3s,2025,2025-2,20374
ὁ,Mark,4,15,ὁ,dnms,2026,2026-2,20375
λόγος,Mark,4,15,λόγος,nnmsc,2027,2027-2,20376
καὶ,Mark,4,15,καί,cc,2028,2028-2,20377
ὅταν,Mark,4,15,ὅταν,cs,2029,2029-2,20378
ἀκούσωσιν,Mark,4,15,ἀκούω,vsaa3p,2030,2030-2,20379
εὐθὺς,Mark,4,15,εὐθύς,b,2031,2031-2,20380
ἔρχεται,Mark,4,15,ἔρχομαι,vipm3s,2032,2032-2,20381
ὁ,Mark,4,15,ὁ,dnms,2033,2033-2,20382
σατανᾶς,Mark,4,15,Σατανᾶς,nnmsp,2034,2034-2,20383
καὶ,Mark,4,15,καί,cc,2035,2035-2,20384
αἴρει,Mark,4,15,αἴρω,vipa3s,2036,2036-2,20385
τὸν,Mark,4,15,ὁ,dams,2037,2037-2,20386
λόγον,Mark,4,15,λόγος,namsc,2038,2038-2,20387
τὸν,Mark,4,15,ὁ,dams,2039,2039-2,20388
ἐσπαρμένον,Mark,4,15,σπείρω,vpxpams,2040,2040-2,20389
εἰς,Mark,4,15,εἰς,pa,2041,2041-2,20390
αὐτούς,Mark,4,15,αὐτός,rpamp,2042,2042-2,20391
καὶ,Mark,4,16,καί,cc,2043,2043-2,20392
οὗτοί,Mark,4,16,οὗτος,rdnmp,2044,2044-2,20393
εἰσιν,Mark,4,16,εἰμί,vipa3p,2045,2045-2,20394
οἱ,Mark,4,16,ὁ,dnmp,2046,2046-2,20395
ἐπὶ,Mark,4,16,ἐπί,pa,2047,2047-2,20396
